Timestamp,Symbol,Entry Price,Exit Price,Return (%),Equity
2022-01-05 18:30:00+00:00,NQH2,16079.5,16071.75,0.04819801610746603,10004.819801610747
2022-01-05 18:35:00+00:00,NQM2,16065.0,16063.0,0.012449424214130096,10006.065344069708
2022-01-06 15:00:00+00:00,NQM2,15668.0,15622.0,0.2935920347204493,10035.44235490882
2022-01-06 15:00:00+00:00,NQH2,15642.0,15625.5,0.10548523206751054,10046.028264565899
2022-01-06 15:05:00+00:00,NQM2,15622.0,15623.75,-0.011202150812956087,10044.902893328988
2022-01-06 15:05:00+00:00,NQH2,15625.5,15651.5,-0.16639467537038816,10028.188709768365
2022-01-06 20:35:00+00:00,NQH2,15759.25,15756.75,0.01586369909735552,10029.779551450198
2022-01-06 20:35:00+00:00,NQM2,15753.75,15740.5,0.08410695866063636,10038.215293991288
2022-01-07 15:50:00+00:00,NQH2-NQM2,-3.5,-3.0,14.285714285714285,11472.246050275759
2022-01-10 19:15:00+00:00,NQH2-NQM2,-3.8,-3.2,15.789473684210517,13283.653321371929
2022-01-13 15:15:00+00:00,NQH2-NQM2,-3.45,-2.9,15.942028985507253,15401.337184199338
2022-01-14 18:30:00+00:00,NQH2,15412.75,15421.0,-0.05352711229339346,15393.093293150067
2022-01-14 18:30:00+00:00,NQM2,15421.0,15422.25,-0.008105829712729395,15391.845555220201
2022-01-18 13:30:00+00:00,NQH2,15371.5,15358.5,0.0845720977133006,15404.862761883043
2022-01-18 19:15:00+00:00,NQH2-NQM2,-1.4,-0.65,53.57142857142857,23657.467812891813
2022-01-19 20:25:00+00:00,NQM2,15138.75,15110.0,0.18990999917430437,23702.39570981994
2022-01-19 20:25:00+00:00,NQH2,15134.5,15119.0,0.10241501205854174,23726.670521244312
2022-01-20 13:45:00+00:00,NQU2,15198.0,15262.0,-0.42110804053164896,23626.7556039289
2022-01-20 14:20:00+00:00,NQH2-NQM2,-1.8,-1.85,-2.77777777777778,22970.4568371531
2022-01-20 15:20:00+00:00,NQH2-NQM2,-2.2,-2.05,6.818181818181834,24536.62434877718
2022-01-20 18:30:00+00:00,NQM2,15181.0,15201.25,-0.1333904222383242,24503.894841955313
2022-01-20 18:30:00+00:00,NQH2,15182.25,15207.75,-0.16795929457096279,24462.73827303635
2022-01-21 14:40:00+00:00,NQH2,14671.25,14725.25,-0.3680667973076595,24372.699055741028
2022-01-21 14:50:00+00:00,NQH2,14657.5,14650.0,0.051168343851270684,24385.1701621997
2022-01-21 14:55:00+00:00,NQH2,14650.0,14625.25,0.1689419795221843,24426.366951381577
2022-01-21 19:25:00+00:00,NQH2,14561.25,14558.5,0.018885741265344664,24430.980051844537
2022-01-24 15:05:00+00:00,NQH2,14038.0,14067.5,-0.21014389514175807,24379.639838742285
2022-01-24 19:25:00+00:00,NQH2-NQU2,6.7,12.45,-85.82089552238804,3456.8146040007764
2022-01-25 14:45:00+00:00,NQM2,14129.0,14079.25,0.35211267605633806,3468.98648640923
2022-01-25 14:45:00+00:00,NQH2,14117.75,14070.25,0.33645588000920823,3480.6580954194787
2022-01-26 19:25:00+00:00,NQH2-NQM2,-1.95,-1.8,7.692307692307689,3748.4010258363614
2022-01-26 19:40:00+00:00,NQM2,14357.75,14196.25,1.1248280545350071,3790.5640921714466
2022-01-26 19:40:00+00:00,NQH2,14343.75,14212.75,0.9132897603485839,3825.182925884699
2022-01-26 19:45:00+00:00,NQH2,14212.75,14281.75,-0.48547958699055427,3806.612443614481
2022-01-27 15:30:00+00:00,NQM2,14212.0,14188.0,0.16887137630171686,3813.0407224384853
2022-01-27 18:30:00+00:00,NQH2,14025.75,14000.75,0.17824358768693296,3819.837223022124
2022-01-27 18:30:00+00:00,NQM2,14014.5,14010.0,0.032109600770630416,3821.0637575045243
2022-01-28 18:30:00+00:00,NQH2-NQM2,-0.15,0.0,100.0,7642.127515009049
2022-02-02 15:50:00+00:00,NQH2-NQM2,0.85,0.85,0.0,7642.127515009049
2022-02-03 13:30:00+00:00,NQH2,14795.75,14785.75,0.06758697598972678,7647.292597897721
2022-02-03 13:30:00+00:00,NQM2,14816.25,14781.75,0.23285244241964062,7665.099505490902
2022-02-04 20:50:00+00:00,NQM2,14695.75,14679.75,0.10887501488525594,7673.4448837184755
2022-02-08 15:00:00+00:00,NQH2,14479.0,14496.25,-0.1191380620208578,7664.302890193774
2022-02-08 15:00:00+00:00,NQM2,14478.0,14505.0,-0.18648984666390386,7650.009743485994
2022-02-08 15:50:00+00:00,NQH2-NQM2,1.95,2.1,-7.6923076923077,7061.547455525532
2022-02-10 13:30:00+00:00,NQM2,14828.0,14870.0,-0.28324790936066896,7041.545769989244
2022-02-10 13:30:00+00:00,NQH2,14844.75,14871.25,-0.17851428956365045,7028.975604583648
2022-02-11 16:10:00+00:00,NQH2,14585.25,14587.5,-0.015426543939939323,7027.891276573479
2022-02-17 14:30:00+00:00,NQH2-NQM2,4.3,4.95,-15.116279069767453,5965.535618486791
2022-02-17 14:45:00+00:00,NQM2,14421.5,14386.25,0.2444267239884894,5980.1169817674245
2022-02-17 14:45:00+00:00,NQH2,14429.25,14387.5,0.28934282793630994,5997.42002135637
2022-02-17 14:50:00+00:00,NQH2,14387.5,14403.5,-0.11120764552562988,5990.750431758336
2022-02-17 18:30:00+00:00,NQH2,14312.0,14301.25,0.07511179429849077,5995.250191899574
2022-02-17 18:30:00+00:00,NQM2,14316.25,14307.25,0.06286562472714573,5999.019143386667
2022-02-22 18:50:00+00:00,NQU2,13800.0,13793.75,0.04528985507246377,6001.736090462477
2022-02-23 20:10:00+00:00,NQH2-NQM2,3.4,3.4,0.0,6001.736090462477
2022-02-28 13:30:00+00:00,NQM2,14001.25,13981.25,0.14284438889384876,6010.309233703919
2022-02-28 13:30:00+00:00,NQH2-NQM2,0.95,0.25,73.68421052631578,10438.958142748914
2022-02-28 13:30:00+00:00,NQH2,13990.25,13976.75,0.09649577384249745,10449.031296189853
2022-02-28 19:55:00+00:00,NQH2-NQM2,-0.05,0.7,1500.0,167184.50073903764
2022-03-01 13:30:00+00:00,NQH2-NQM2,-0.35,-0.35,-0.0,167184.50073903764
2022-03-02 14:40:00+00:00,NQH2-NQM2,-1.3,-1.05,19.23076923076923,199335.36626577564
2022-03-03 13:30:00+00:00,NQH2-NQM2,-0.85,-0.5,41.17647058823529,281414.6347281538
2022-03-04 13:35:00+00:00,NQH2-NQU2,17.1,17.05,0.2923976608187176,282237.4845373005
2022-03-04 14:45:00+00:00,NQH2,13843.5,13862.0,-0.13363672481670097,281860.3116067598
2022-03-04 14:45:00+00:00,NQM2,13851.25,13854.0,-0.01985380380832055,281804.35161347984
2022-03-04 15:10:00+00:00,NQH2,13818.75,13814.75,0.028946178199909543,281885.923203273
2022-03-07 13:30:00+00:00,NQH2-NQM2,-2.8,-2.45,12.499999999999988,317121.6636036821
