strategy,families,macd_filter,macd_timeframe,stop_atr_buffer,target_r,max_hold_bars,use_risk_controls,score,trades,net_points,profit_factor,win_rate,avg_points,max_drawdown_points,worst_trade_points
trend_pullback_macd1_cross_recent_5_stop1.25_r1.2_h60_norisk,trend_pullback_long+trend_pullback_short,cross_recent_5,1,1.25,1.2,60,False,295.62864175647985,62,408.048392537512,1.580857491505408,0.5161290322580645,6.581425686088902,200.0640081729034,-70.78869013196163
trend_pullback_macd1_cross_recent_5_stop1.25_r1.2_h60_risk,trend_pullback_long+trend_pullback_short,cross_recent_5,1,1.25,1.2,60,True,295.62864175647985,62,408.048392537512,1.580857491505408,0.5161290322580645,6.581425686088902,200.0640081729034,-70.78869013196163
trend_pullback_macd1_hist_deceleration_stop1.25_r1.2_h30_risk,trend_pullback_long+trend_pullback_short,hist_deceleration,1,1.25,1.2,30,True,295.48876935207375,110,569.3314827210379,1.5223203001882946,0.5,5.175740752009435,282.22757894388997,-70.78869013196163
trend_pullback_macd1_hist_deceleration_stop1.25_r1.8_h30_risk,trend_pullback_long+trend_pullback_short,hist_deceleration,1,1.25,1.8,30,True,295.48876935207375,110,569.3314827210379,1.5223203001882946,0.5,5.175740752009435,282.22757894388997,-70.78869013196163
trend_pullback_macd1_hist_deceleration_stop1.25_r2.5_h30_risk,trend_pullback_long+trend_pullback_short,hist_deceleration,1,1.25,2.5,30,True,295.48876935207375,110,569.3314827210379,1.5223203001882946,0.5,5.175740752009435,282.22757894388997,-70.78869013196163
trend_pullback_macd5_hist_deceleration_stop1.25_r1.2_h30_norisk,trend_pullback_long+trend_pullback_short,hist_deceleration,5,1.25,1.2,30,False,295.42861229524993,39,385.0099669783049,2.2241635861029363,0.6410256410256411,9.872050435341151,116.10928263839742,-70.78869013196163
trend_pullback_macd5_hist_deceleration_stop1.25_r1.2_h30_risk,trend_pullback_long+trend_pullback_short,hist_deceleration,5,1.25,1.2,30,True,295.42861229524993,39,385.0099669783049,2.2241635861029363,0.6410256410256411,9.872050435341151,116.10928263839742,-70.78869013196163
trend_pullback_macd5_hist_deceleration_stop1.25_r1.8_h30_norisk,trend_pullback_long+trend_pullback_short,hist_deceleration,5,1.25,1.8,30,False,295.42861229524993,39,385.0099669783049,2.2241635861029363,0.6410256410256411,9.872050435341151,116.10928263839742,-70.78869013196163
trend_pullback_macd5_hist_deceleration_stop1.25_r1.8_h30_risk,trend_pullback_long+trend_pullback_short,hist_deceleration,5,1.25,1.8,30,True,295.42861229524993,39,385.0099669783049,2.2241635861029363,0.6410256410256411,9.872050435341151,116.10928263839742,-70.78869013196163
trend_pullback_macd5_hist_deceleration_stop1.25_r2.5_h30_norisk,trend_pullback_long+trend_pullback_short,hist_deceleration,5,1.25,2.5,30,False,295.42861229524993,39,385.0099669783049,2.2241635861029363,0.6410256410256411,9.872050435341151,116.10928263839742,-70.78869013196163
trend_pullback_macd5_hist_deceleration_stop1.25_r2.5_h30_risk,trend_pullback_long+trend_pullback_short,hist_deceleration,5,1.25,2.5,30,True,295.42861229524993,39,385.0099669783049,2.2241635861029363,0.6410256410256411,9.872050435341151,116.10928263839742,-70.78869013196163
selective_bidirectional_strict_short_macd5_hist_deceleration_stop1.25_r1.8_h30_norisk,top_breakout_long+trend_ignition_long+trend_pullback_long+trend_transition_long+reversal_impulse_long+trend_pullback_short_asia_europe+trend_transition_short_asia,hist_deceleration,5,1.25,1.8,30,False,294.8675645749147,251,560.5025563256386,1.233527721396539,0.4940239043824701,2.2330779136479624,254.52332051924532,-79.90994064663028
selective_bidirectional_session_macd5_trend_stop1.25_r2.5_h60_risk,top_breakout_long+trend_ignition_long+trend_pullback_long+trend_transition_long+reversal_impulse_long+trend_pullback_short_asia_europe+trend_transition_short_asia_rth,trend,5,1.25,2.5,60,True,294.81228043965115,177,738.3576768402236,1.519619405836052,0.519774011299435,4.1715122985323365,360.6313949479518,-42.33700169505755
selective_bidirectional_session_macd5_trend_hist_stop1.25_r2.5_h60_risk,top_breakout_long+trend_ignition_long+trend_pullback_long+trend_transition_long+reversal_impulse_long+trend_pullback_short_asia_europe+trend_transition_short_asia_rth,trend_hist,5,1.25,2.5,60,True,294.81228043965115,177,738.3576768402236,1.519619405836052,0.519774011299435,4.1715122985323365,360.6313949479518,-42.33700169505755
selective_bidirectional_strict_short_macd5_trend_stop1.25_r2.5_h60_risk,top_breakout_long+trend_ignition_long+trend_pullback_long+trend_transition_long+reversal_impulse_long+trend_pullback_short_asia_europe+trend_transition_short_asia,trend,5,1.25,2.5,60,True,294.81228043965115,177,738.3576768402236,1.519619405836052,0.519774011299435,4.1715122985323365,360.6313949479518,-42.33700169505755
selective_bidirectional_strict_short_macd5_trend_hist_stop1.25_r2.5_h60_risk,top_breakout_long+trend_ignition_long+trend_pullback_long+trend_transition_long+reversal_impulse_long+trend_pullback_short_asia_europe+trend_transition_short_asia,trend_hist,5,1.25,2.5,60,True,294.81228043965115,177,738.3576768402236,1.519619405836052,0.519774011299435,4.1715122985323365,360.6313949479518,-42.33700169505755
selective_bidirectional_strict_short_macd1_trend_stop1.25_r1.8_h30_norisk,top_breakout_long+trend_ignition_long+trend_pullback_long+trend_transition_long+reversal_impulse_long+trend_pullback_short_asia_europe+trend_transition_short_asia,trend,1,1.25,1.8,30,False,294.523974628726,567,999.6307423792568,1.1826863039633915,0.48324514991181655,1.7630171823267315,447.78329828463757,-109.4930242572409
selective_bidirectional_strict_short_macd1_trend_hist_stop1.25_r1.8_h30_norisk,top_breakout_long+trend_ignition_long+trend_pullback_long+trend_transition_long+reversal_impulse_long+trend_pullback_short_asia_europe+trend_transition_short_asia,trend_hist,1,1.25,1.8,30,False,294.523974628726,567,999.6307423792568,1.1826863039633915,0.48324514991181655,1.7630171823267315,447.78329828463757,-109.4930242572409
trend_pullback_macd5_trend_stop0.8_r1.8_h30_risk,trend_pullback_long+trend_pullback_short,trend,5,0.8,1.8,30,True,294.3275489421504,82,485.4989321538924,1.648484265074593,0.5609756097560976,5.920718684803566,245.5573463363071,-65.46476168445588
trend_pullback_macd5_trend_stop0.8_r2.5_h30_risk,trend_pullback_long+trend_pullback_short,trend,5,0.8,2.5,30,True,294.3275489421504,82,485.4989321538924,1.648484265074593,0.5609756097560976,5.920718684803566,245.5573463363071,-65.46476168445588
trend_pullback_macd5_trend_hist_stop0.8_r1.8_h30_risk,trend_pullback_long+trend_pullback_short,trend_hist,5,0.8,1.8,30,True,294.3275489421504,82,485.4989321538924,1.648484265074593,0.5609756097560976,5.920718684803566,245.5573463363071,-65.46476168445588
trend_pullback_macd5_trend_hist_stop0.8_r2.5_h30_risk,trend_pullback_long+trend_pullback_short,trend_hist,5,0.8,2.5,30,True,294.3275489421504,82,485.4989321538924,1.648484265074593,0.5609756097560976,5.920718684803566,245.5573463363071,-65.46476168445588
smc_long_bias_macd5_hist_deceleration_stop1.25_r1.8_h60_norisk,smc_discount_choch_long+smc_bos_fvg_long+smc_ob_retest_long+smc_trend_transition_long+smc_trend_pullback_long,hist_deceleration,5,1.25,1.8,60,False,294.16541324680725,312,499.3324337660524,1.1467348313025165,0.5,1.6004244671988859,222.8214221350645,-142.95807761184187
smc_long_bias_macd1_cross_recent_5_stop0.8_r2.5_h30_risk,smc_discount_choch_long+smc_bos_fvg_long+smc_ob_retest_long+smc_trend_transition_long+smc_trend_pullback_long,cross_recent_5,1,0.8,2.5,30,True,293.4527663423873,176,368.6817108177347,1.3164472825156817,0.4602272727272727,2.094782447828038,169.15271047165152,-41.707862148887216
selective_bidirectional_strict_short_macd60_trend_stop1.25_r1.8_h30_norisk,top_breakout_long+trend_ignition_long+trend_pullback_long+trend_transition_long+reversal_impulse_long+trend_pullback_short_asia_europe+trend_transition_short_asia,trend,60,1.25,1.8,30,False,291.9979288605965,282,587.6842601592689,1.2258550693252594,0.48226950354609927,2.0839867381534356,269.1229020769024,-88.96885781471428
selective_bidirectional_strict_short_macd60_trend_hist_stop1.25_r1.8_h30_norisk,top_breakout_long+trend_ignition_long+trend_pullback_long+trend_transition_long+reversal_impulse_long+trend_pullback_short_asia_europe+trend_transition_short_asia,trend_hist,60,1.25,1.8,30,False,291.9979288605965,282,587.6842601592689,1.2258550693252594,0.48226950354609927,2.0839867381534356,269.1229020769024,-88.96885781471428
trend_pullback_macd1_hist_deceleration_stop0.8_r1.2_h30_risk,trend_pullback_long+trend_pullback_short,hist_deceleration,1,0.8,1.2,30,True,289.92473484864627,112,431.5469098288995,1.398689852526432,0.5089285714285714,3.853097409186603,211.16320523276227,-65.46476168445588
trend_pullback_macd5_trend_stop1.25_r1.2_h60_risk,trend_pullback_long+trend_pullback_short,trend,5,1.25,1.2,60,True,289.06227994331675,78,649.5917423441861,1.7125456093248168,0.5512820512820513,8.328099260822897,356.11512516235234,-70.78869013196163
trend_pullback_macd5_trend_hist_stop1.25_r1.2_h60_risk,trend_pullback_long+trend_pullback_short,trend_hist,5,1.25,1.2,60,True,289.06227994331675,78,649.5917423441861,1.7125456093248168,0.5512820512820513,8.328099260822897,356.11512516235234,-70.78869013196163
long_bias_macd60_cross_recent_5_stop1.25_r1.8_h60_norisk,top_breakout_long+trend_ignition_long+trend_pullback_long+trend_transition_long+reversal_impulse_long,cross_recent_5,60,1.25,1.8,60,False,289.05705766133735,7,155.80275874428116,4.93115345497588,0.7142857142857143,22.257536963468738,26.216947351513227,-26.216947351513227
long_bias_macd60_cross_recent_5_stop1.25_r1.8_h60_risk,top_breakout_long+trend_ignition_long+trend_pullback_long+trend_transition_long+reversal_impulse_long,cross_recent_5,60,1.25,1.8,60,True,289.05705766133735,7,155.80275874428116,4.93115345497588,0.7142857142857143,22.257536963468738,26.216947351513227,-26.216947351513227
long_bias_macd5_trend_stop1.25_r1.8_h30_risk,top_breakout_long+trend_ignition_long+trend_pullback_long+trend_transition_long+reversal_impulse_long,trend,5,1.25,1.8,30,True,288.6111322179842,179,518.0587608502319,1.343061325143134,0.5251396648044693,2.8941830215096753,249.12051993473506,-79.90994064663028
long_bias_macd5_trend_hist_stop1.25_r1.8_h30_risk,top_breakout_long+trend_ignition_long+trend_pullback_long+trend_transition_long+reversal_impulse_long,trend_hist,5,1.25,1.8,30,True,288.6111322179842,179,518.0587608502319,1.343061325143134,0.5251396648044693,2.8941830215096753,249.12051993473506,-79.90994064663028
selective_bidirectional_macd1_hist_repair_stop1.25_r2.5_h30_risk,top_breakout_long+trend_ignition_long+trend_pullback_long+trend_transition_long+reversal_impulse_long+bottom_breakdown_short+trend_pullback_short+trend_transition_short,hist_repair,1,1.25,2.5,30,True,288.13824381177733,102,423.98183101968607,1.3983903812939635,0.5294117647058824,4.156684617840059,210.97453459853568,-108.01593376101664
selective_bidirectional_core_macd1_hist_repair_stop1.25_r2.5_h30_risk,top_breakout_long+trend_pullback_long+trend_transition_long+bottom_breakdown_short+trend_pullback_short+trend_transition_short,hist_repair,1,1.25,2.5,30,True,288.13824381177733,102,423.98183101968607,1.3983903812939635,0.5294117647058824,4.156684617840059,210.97453459853568,-108.01593376101664
trend_pullback_macd5_trend_stop1.25_r1.2_h30_risk,trend_pullback_long+trend_pullback_short,trend,5,1.25,1.2,30,True,288.04258584891795,80,612.4912874878319,1.7720093741070115,0.5625,7.656141093597898,336.77832516731723,-70.78869013196163
trend_pullback_macd5_trend_stop1.25_r1.8_h30_risk,trend_pullback_long+trend_pullback_short,trend,5,1.25,1.8,30,True,288.04258584891795,80,612.4912874878319,1.7720093741070115,0.5625,7.656141093597898,336.77832516731723,-70.78869013196163
trend_pullback_macd5_trend_stop1.25_r2.5_h30_risk,trend_pullback_long+trend_pullback_short,trend,5,1.25,2.5,30,True,288.04258584891795,80,612.4912874878319,1.7720093741070115,0.5625,7.656141093597898,336.77832516731723,-70.78869013196163
trend_pullback_macd5_trend_hist_stop1.25_r1.2_h30_risk,trend_pullback_long+trend_pullback_short,trend_hist,5,1.25,1.2,30,True,288.04258584891795,80,612.4912874878319,1.7720093741070115,0.5625,7.656141093597898,336.77832516731723,-70.78869013196163
trend_pullback_macd5_trend_hist_stop1.25_r1.8_h30_risk,trend_pullback_long+trend_pullback_short,trend_hist,5,1.25,1.8,30,True,288.04258584891795,80,612.4912874878319,1.7720093741070115,0.5625,7.656141093597898,336.77832516731723,-70.78869013196163
trend_pullback_macd5_trend_hist_stop1.25_r2.5_h30_risk,trend_pullback_long+trend_pullback_short,trend_hist,5,1.25,2.5,30,True,288.04258584891795,80,612.4912874878319,1.7720093741070115,0.5625,7.656141093597898,336.77832516731723,-70.78869013196163
phase_long_macd60_trend_stop1.25_r1.8_h30_norisk,phase_up_breakout_long+phase_up_pullback_long,trend,60,1.25,1.8,30,False,288.0304540844332,257,584.4238543491556,1.2230337245700544,0.5019455252918288,2.274022779568699,273.9663063047519,-84.30016943114606
phase_long_macd60_trend_hist_stop1.25_r1.8_h30_norisk,phase_up_breakout_long+phase_up_pullback_long,trend_hist,60,1.25,1.8,30,False,288.0304540844332,257,584.4238543491556,1.2230337245700544,0.5019455252918288,2.274022779568699,273.9663063047519,-84.30016943114606
trend_pullback_macd5_hist_deceleration_stop0.8_r1.2_h60_norisk,trend_pullback_long+trend_pullback_short,hist_deceleration,5,0.8,1.2,60,False,287.5890884755514,40,364.1033196131393,1.9699130440452444,0.6,9.102582990328482,110.53464880945103,-65.46476168445588
selective_bidirectional_session_macd1_cross_recent_5_stop0.8_r1.2_h30_norisk,top_breakout_long+trend_ignition_long+trend_pullback_long+trend_transition_long+reversal_impulse_long+trend_pullback_short_asia_europe+trend_transition_short_asia_rth,cross_recent_5,1,0.8,1.2,30,False,287.4188947289345,342,711.911820177047,1.21983820224386,0.5087719298245614,2.0816135092896113,333.5715151122495,-99.7755355246336
long_bias_macd1_hist_deceleration_stop1.25_r2.5_h30_norisk,top_breakout_long+trend_ignition_long+trend_pullback_long+trend_transition_long+reversal_impulse_long,hist_deceleration,1,1.25,2.5,30,False,287.3974591321417,463,865.9152157683056,1.1881588485498773,0.48812095032397407,1.8702272478797097,401.9097577315515,-109.4930242572409
long_bias_macd60_trend_stop1.25_r1.8_h60_risk,top_breakout_long+trend_ignition_long+trend_pullback_long+trend_transition_long+reversal_impulse_long,trend,60,1.25,1.8,60,True,287.17427634391277,123,504.6273765567057,1.416577037801718,0.5284552845528455,4.102661598021998,252.5914146659452,-46.13514227275664
long_bias_macd60_trend_hist_stop1.25_r1.8_h60_risk,top_breakout_long+trend_ignition_long+trend_pullback_long+trend_transition_long+reversal_impulse_long,trend_hist,60,1.25,1.8,60,True,287.17427634391277,123,504.6273765567057,1.416577037801718,0.5284552845528455,4.102661598021998,252.5914146659452,-46.13514227275664
long_bias_macd5_trend_stop1.25_r1.8_h60_risk,top_breakout_long+trend_ignition_long+trend_pullback_long+trend_transition_long+reversal_impulse_long,trend,5,1.25,1.8,60,True,286.71014137360305,174,567.6634227269606,1.356836650464268,0.5517241379310345,3.262433463948049,278.66934981802115,-79.90994064663028
long_bias_macd5_trend_hist_stop1.25_r1.8_h60_risk,top_breakout_long+trend_ignition_long+trend_pullback_long+trend_transition_long+reversal_impulse_long,trend_hist,5,1.25,1.8,60,True,286.71014137360305,174,567.6634227269606,1.356836650464268,0.5517241379310345,3.262433463948049,278.66934981802115,-79.90994064663028
trend_pullback_macd5_cross_recent_5_stop1.25_r1.2_h30_norisk,trend_pullback_long+trend_pullback_short,cross_recent_5,5,1.25,1.2,30,False,286.11932100093856,12,131.69457398118175,2.5656525239835517,0.75,10.974547831765145,42.13839614743847,-42.13839614743847
trend_pullback_macd5_cross_recent_5_stop1.25_r1.2_h30_risk,trend_pullback_long+trend_pullback_short,cross_recent_5,5,1.25,1.2,30,True,286.11932100093856,12,131.69457398118175,2.5656525239835517,0.75,10.974547831765145,42.13839614743847,-42.13839614743847
trend_pullback_macd5_cross_recent_5_stop1.25_r1.8_h30_norisk,trend_pullback_long+trend_pullback_short,cross_recent_5,5,1.25,1.8,30,False,286.11932100093856,12,131.69457398118175,2.5656525239835517,0.75,10.974547831765145,42.13839614743847,-42.13839614743847
trend_pullback_macd5_cross_recent_5_stop1.25_r1.8_h30_risk,trend_pullback_long+trend_pullback_short,cross_recent_5,5,1.25,1.8,30,True,286.11932100093856,12,131.69457398118175,2.5656525239835517,0.75,10.974547831765145,42.13839614743847,-42.13839614743847
trend_pullback_macd5_cross_recent_5_stop1.25_r2.5_h30_norisk,trend_pullback_long+trend_pullback_short,cross_recent_5,5,1.25,2.5,30,False,286.11932100093856,12,131.69457398118175,2.5656525239835517,0.75,10.974547831765145,42.13839614743847,-42.13839614743847
trend_pullback_macd5_cross_recent_5_stop1.25_r2.5_h30_risk,trend_pullback_long+trend_pullback_short,cross_recent_5,5,1.25,2.5,30,True,286.11932100093856,12,131.69457398118175,2.5656525239835517,0.75,10.974547831765145,42.13839614743847,-42.13839614743847
selective_bidirectional_strict_short_macd5_hist_deceleration_stop1.25_r1.2_h30_norisk,top_breakout_long+trend_ignition_long+trend_pullback_long+trend_transition_long+reversal_impulse_long+trend_pullback_short_asia_europe+trend_transition_short_asia,hist_deceleration,5,1.25,1.2,30,False,285.8160665587363,251,571.9067599620539,1.2388501981987459,0.4940239043824701,2.278512987896629,271.23831930336746,-79.90994064663028
selective_bidirectional_session_macd5_trend_stop1.25_r1.2_h30_norisk,top_breakout_long+trend_ignition_long+trend_pullback_long+trend_transition_long+reversal_impulse_long+trend_pullback_short_asia_europe+trend_transition_short_asia_rth,trend,5,1.25,1.2,30,False,285.7967966041973,507,1283.928907901678,1.23426771931473,0.5088757396449705,2.532404157596998,612.4651549035625,-79.90994064663028
selective_bidirectional_session_macd5_trend_hist_stop1.25_r1.2_h30_norisk,top_breakout_long+trend_ignition_long+trend_pullback_long+trend_transition_long+reversal_impulse_long+trend_pullback_short_asia_europe+trend_transition_short_asia_rth,trend_hist,5,1.25,1.2,30,False,285.7967966041973,507,1283.928907901678,1.23426771931473,0.5088757396449705,2.532404157596998,612.4651549035625,-79.90994064663028
selective_bidirectional_session_macd5_trend_stop1.25_r1.2_h60_norisk,top_breakout_long+trend_ignition_long+trend_pullback_long+trend_transition_long+reversal_impulse_long+trend_pullback_short_asia_europe+trend_transition_short_asia_rth,trend,5,1.25,1.2,60,False,285.57366878872904,475,1354.4273757026858,1.2350831292052673,0.5094736842105263,2.8514260541109175,650.8496787232107,-81.22657366194835
selective_bidirectional_session_macd5_trend_hist_stop1.25_r1.2_h60_norisk,top_breakout_long+trend_ignition_long+trend_pullback_long+trend_transition_long+reversal_impulse_long+trend_pullback_short_asia_europe+trend_transition_short_asia_rth,trend_hist,5,1.25,1.2,60,False,285.57366878872904,475,1354.4273757026858,1.2350831292052673,0.5094736842105263,2.8514260541109175,650.8496787232107,-81.22657366194835
selective_bidirectional_session_macd5_trend_stop1.25_r1.8_h30_norisk,top_breakout_long+trend_ignition_long+trend_pullback_long+trend_transition_long+reversal_impulse_long+trend_pullback_short_asia_europe+trend_transition_short_asia_rth,trend,5,1.25,1.8,30,False,285.2072734164638,494,1266.5513202953807,1.2362531087368742,0.5020242914979757,2.5638690694238475,605.9909665970445,-79.90994064663028
selective_bidirectional_session_macd5_trend_hist_stop1.25_r1.8_h30_norisk,top_breakout_long+trend_ignition_long+trend_pullback_long+trend_transition_long+reversal_impulse_long+trend_pullback_short_asia_europe+trend_transition_short_asia_rth,trend_hist,5,1.25,1.8,30,False,285.2072734164638,494,1266.5513202953807,1.2362531087368742,0.5020242914979757,2.5638690694238475,605.9909665970445,-79.90994064663028
trend_transition_macd1_cross_recent_5_stop1.25_r1.8_h60_norisk,trend_transition_long+trend_transition_short,cross_recent_5,1,1.25,1.8,60,False,285.0463533102894,342,709.6078010499441,1.1720710100421645,0.49707602339181284,2.0748766112571464,333.927502492028,-88.96885781471428
trend_transition_macd1_hist_repair_stop0.8_r2.5_h60_norisk,trend_transition_long+trend_transition_short,hist_repair,1,0.8,2.5,60,False,284.65462239657654,99,470.22028968314044,1.4513454169175266,0.5454545454545454,4.7496998957892975,242.7405778051325,-95.6801976070492
smc_trend_filtered_macd1_hist_repair_stop0.8_r2.5_h30_risk,smc_trend_transition_long+smc_trend_pullback_long+smc_trend_transition_short+smc_trend_pullback_short,hist_repair,1,0.8,2.5,30,True,284.65198045141614,103,387.76338141837914,1.3943805064103998,0.5145631067961165,3.764693023479409,194.4237113909694,-95.6801976070492
smc_long_bias_macd1_trend_stop1.25_r1.8_h30_norisk,smc_discount_choch_long+smc_bos_fvg_long+smc_ob_retest_long+smc_trend_transition_long+smc_trend_pullback_long,trend,1,1.25,1.8,30,False,284.5796018528201,611,880.7479504981638,1.1466207374419863,0.4779050736497545,1.4414860073619702,408.52905775180625,-109.4930242572409
smc_long_bias_macd1_trend_hist_stop1.25_r1.8_h30_norisk,smc_discount_choch_long+smc_bos_fvg_long+smc_ob_retest_long+smc_trend_transition_long+smc_trend_pullback_long,trend_hist,1,1.25,1.8,30,False,284.5796018528201,611,880.7479504981638,1.1466207374419863,0.4779050736497545,1.4414860073619702,408.52905775180625,-109.4930242572409
trend_transition_macd1_hist_repair_stop1.25_r1.8_h30_risk,trend_transition_long+trend_transition_short,hist_repair,1,1.25,1.8,30,True,284.1623387544864,94,421.77760849180777,1.4300388842418277,0.5425531914893617,4.486995835019232,215.06941002647363,-108.01593376101664
trend_pullback_macd1_cross_recent_5_stop1.25_r1.8_h60_norisk,trend_pullback_long+trend_pullback_short,cross_recent_5,1,1.25,1.8,60,False,283.8646735066744,62,388.43993875820524,1.5529448284908103,0.5161290322580645,6.265160302551697,200.0640081729034,-70.78869013196163
trend_pullback_macd1_cross_recent_5_stop1.25_r1.8_h60_risk,trend_pullback_long+trend_pullback_short,cross_recent_5,1,1.25,1.8,60,True,283.8646735066744,62,388.43993875820524,1.5529448284908103,0.5161290322580645,6.265160302551697,200.0640081729034,-70.78869013196163
trend_pullback_macd1_cross_recent_5_stop1.25_r2.5_h60_norisk,trend_pullback_long+trend_pullback_short,cross_recent_5,1,1.25,2.5,60,False,283.8646735066744,62,388.43993875820524,1.5529448284908103,0.5161290322580645,6.265160302551697,200.0640081729034,-70.78869013196163
trend_pullback_macd1_cross_recent_5_stop1.25_r2.5_h60_risk,trend_pullback_long+trend_pullback_short,cross_recent_5,1,1.25,2.5,60,True,283.8646735066744,62,388.43993875820524,1.5529448284908103,0.5161290322580645,6.265160302551697,200.0640081729034,-70.78869013196163
phase_long_macd1_hist_deceleration_stop1.25_r2.5_h60_norisk,phase_up_breakout_long+phase_up_pullback_long,hist_deceleration,1,1.25,2.5,60,False,283.69158148738813,478,892.5542731048954,1.166837677492124,0.5,1.8672683537759318,420.9137849690487,-99.15317999515901
phase_plus_fast_macd5_hist_deceleration_stop0.8_r1.2_h60_risk,phase_up_breakout_long+phase_up_pullback_long+phase_down_breakdown_short+phase_down_pullback_short+fast_reversal_long+fast_reversal_short,hist_deceleration,5,0.8,1.2,60,True,282.19692969663856,183,303.1025340450433,1.2268321508497901,0.5191256830601093,1.6562980002461383,144.66629409684901,-74.48600773532962
trend_pullback_macd5_trend_stop1.25_r1.8_h60_risk,trend_pullback_long+trend_pullback_short,trend,5,1.25,1.8,60,True,282.01278702109056,78,629.9832885648793,1.6910368419940114,0.5512820512820513,8.076708827754864,356.11512516235234,-70.78869013196163
trend_pullback_macd5_trend_stop1.25_r2.5_h60_risk,trend_pullback_long+trend_pullback_short,trend,5,1.25,2.5,60,True,282.01278702109056,78,629.9832885648793,1.6910368419940114,0.5512820512820513,8.076708827754864,356.11512516235234,-70.78869013196163
trend_pullback_macd5_trend_hist_stop1.25_r1.8_h60_risk,trend_pullback_long+trend_pullback_short,trend_hist,5,1.25,1.8,60,True,282.01278702109056,78,629.9832885648793,1.6910368419940114,0.5512820512820513,8.076708827754864,356.11512516235234,-70.78869013196163
trend_pullback_macd5_trend_hist_stop1.25_r2.5_h60_risk,trend_pullback_long+trend_pullback_short,trend_hist,5,1.25,2.5,60,True,282.01278702109056,78,629.9832885648793,1.6910368419940114,0.5512820512820513,8.076708827754864,356.11512516235234,-70.78869013196163
phase_long_macd5_trend_stop0.8_r2.5_h30_norisk,phase_up_breakout_long+phase_up_pullback_long,trend,5,0.8,2.5,30,False,281.7240609130295,434,991.3842022273166,1.2555679410611662,0.44930875576036866,2.284295396837135,478.4407115594513,-74.74210843593391
phase_long_macd5_trend_hist_stop0.8_r2.5_h30_norisk,phase_up_breakout_long+phase_up_pullback_long,trend_hist,5,0.8,2.5,30,False,281.7240609130295,434,991.3842022273166,1.2555679410611662,0.44930875576036866,2.284295396837135,478.4407115594513,-74.74210843593391
smc_trend_filtered_macd1_hist_repair_stop1.25_r1.8_h30_risk,smc_trend_transition_long+smc_trend_pullback_long+smc_trend_transition_short+smc_trend_pullback_short,hist_repair,1,1.25,1.8,30,True,281.71654761804587,101,409.3823433786274,1.3846721155040604,0.5247524752475248,4.053290528501262,209.51897805368935,-108.01593376101664
selective_bidirectional_session_macd5_cross_recent_5_stop1.25_r1.2_h30_norisk,top_breakout_long+trend_ignition_long+trend_pullback_long+trend_transition_long+reversal_impulse_long+trend_pullback_short_asia_europe+trend_transition_short_asia_rth,cross_recent_5,5,1.25,1.2,30,False,281.7062825930855,111,387.343606448816,1.3077401923328056,0.5405405405405406,3.4895820400794233,194.40701281867223,-77.11338478520338
phase_long_macd1_cross_recent_5_stop1.25_r2.5_h60_norisk,phase_up_breakout_long+phase_up_pullback_long,cross_recent_5,1,1.25,2.5,60,False,281.44243920555283,277,758.3836553500441,1.251331125240844,0.5054151624548736,2.7378471312275963,371.57551558028354,-84.30016943114606
trend_pullback_macd60_hist_deceleration_stop1.25_r1.2_h60_norisk,trend_pullback_long+trend_pullback_short,hist_deceleration,60,1.25,1.2,60,False,281.36304528852156,5,135.6552328209509,6.507988002818723,0.8,27.131046564190182,24.628817773664196,-24.628817773664196
trend_pullback_macd60_hist_deceleration_stop1.25_r1.2_h60_risk,trend_pullback_long+trend_pullback_short,hist_deceleration,60,1.25,1.2,60,True,281.36304528852156,5,135.6552328209509,6.507988002818723,0.8,27.131046564190182,24.628817773664196,-24.628817773664196
trend_pullback_macd60_hist_deceleration_stop1.25_r1.8_h60_norisk,trend_pullback_long+trend_pullback_short,hist_deceleration,60,1.25,1.8,60,False,281.36304528852156,5,135.6552328209509,6.507988002818723,0.8,27.131046564190182,24.628817773664196,-24.628817773664196
trend_pullback_macd60_hist_deceleration_stop1.25_r1.8_h60_risk,trend_pullback_long+trend_pullback_short,hist_deceleration,60,1.25,1.8,60,True,281.36304528852156,5,135.6552328209509,6.507988002818723,0.8,27.131046564190182,24.628817773664196,-24.628817773664196
trend_pullback_macd60_hist_deceleration_stop1.25_r2.5_h60_norisk,trend_pullback_long+trend_pullback_short,hist_deceleration,60,1.25,2.5,60,False,281.36304528852156,5,135.6552328209509,6.507988002818723,0.8,27.131046564190182,24.628817773664196,-24.628817773664196
trend_pullback_macd60_hist_deceleration_stop1.25_r2.5_h60_risk,trend_pullback_long+trend_pullback_short,hist_deceleration,60,1.25,2.5,60,True,281.36304528852156,5,135.6552328209509,6.507988002818723,0.8,27.131046564190182,24.628817773664196,-24.628817773664196
selective_bidirectional_session_macd1_hist_repair_stop1.25_r1.8_h30_risk,top_breakout_long+trend_ignition_long+trend_pullback_long+trend_transition_long+reversal_impulse_long+trend_pullback_short_asia_europe+trend_transition_short_asia_rth,hist_repair,1,1.25,1.8,30,True,281.2549357554382,94,352.9046741915663,1.3545555729571745,0.5425531914893617,3.754305044591131,178.2141961221023,-108.01593376101664
phase_long_macd5_hist_deceleration_stop1.25_r1.8_h60_risk,phase_up_breakout_long+phase_up_pullback_long,hist_deceleration,5,1.25,1.8,60,True,280.9117805834601,162,407.0761619266814,1.224504760613466,0.5123456790123457,2.512815814362231,198.5727836683218,-142.95807761184187
