session,trades,net_profit,profit_factor,win_rate,avg_win,avg_loss,avg_trade
Asian,74484,997105.0,1.3375725772323317,0.3542237259008646,149.7443526379624,-65.0448129307877,13.386834756457763
London,60460,324685.0,1.1080094342133278,0.4062851472047635,135.59538348803127,-87.39874981828754,5.370244789943764
After_Hours,7413,11585.0,1.0292528343812337,0.3828409550789154,143.6275546159267,-90.81174042650768,1.562795089707271
London_NY_Overlap,16136,-107705.0,0.9181576057841726,0.4475706494794249,167.3082248684575,-151.38674795812722,-6.674826474962816
NY_AM_KZ,28060,-255625.0,0.9148711202877314,0.4585531004989309,213.50547913266496,-201.6655473472129,-9.109942979330008
NY_PM_KZ,21295,-237490.0,0.8670867833927037,0.4483212021601315,162.2829160992982,-155.84866986480594,-11.152383188541911
