candidate,signal,timeframe_minutes,session,holding_minutes,direction_mode,exit_profile,entry_ts,exit_ts,symbol,direction,entry_price,exit_price,exit_reason,gross_points,net_points,net_dollars,entry_index,exit_index,fold,fold_rank,test_pass,entry_date,month,position_size,adjusted_pnl,capital,risk_state
lightglow_premium_discount_reversal_1m_all_hold2m_reverse_time,premium_discount_reversal,1,all,2,reverse,time,2022-10-26 22:17:00+00:00,2022-10-26 22:19:00+00:00,NQZ2,-1,11419.25,11424.5,time,-5.25,-5.875,-117.5,533429,533431,2,1,True,2022-10-26 22:17:00+00:00,2022-10,2,-235.0,89647.5,conservative
lightglow_premium_discount_reversal_1m_all_hold2m_reverse_time,premium_discount_reversal,1,all,2,reverse,time,2022-10-26 23:01:00+00:00,2022-10-26 23:03:00+00:00,NQZ2,1,11477.5,11482.5,time,5.0,4.375,87.5,533473,533475,2,1,True,2022-10-26 23:01:00+00:00,2022-10,2,175.0,89822.5,conservative
lightglow_premium_discount_reversal_1m_all_hold2m_reverse_time,premium_discount_reversal,1,all,2,reverse,time,2022-10-26 23:23:00+00:00,2022-10-26 23:25:00+00:00,NQZ2,1,11478.5,11478.0,time,-0.5,-1.125,-22.5,533495,533497,2,1,True,2022-10-26 23:23:00+00:00,2022-10,2,-45.0,89777.5,conservative
lightglow_premium_discount_reversal_1m_all_hold2m_reverse_time,premium_discount_reversal,1,all,2,reverse,time,2022-10-26 23:31:00+00:00,2022-10-26 23:33:00+00:00,NQZ2,1,11479.75,11501.75,time,22.0,21.375,427.5,533503,533505,2,1,True,2022-10-26 23:31:00+00:00,2022-10,2,855.0,90632.5,conservative
lightglow_premium_discount_reversal_1m_all_hold2m_reverse_time,premium_discount_reversal,1,all,2,reverse,time,2022-10-27 00:03:00+00:00,2022-10-27 00:05:00+00:00,NQZ2,1,11479.0,11485.25,time,6.25,5.625,112.5,533535,533537,2,1,True,2022-10-27 00:03:00+00:00,2022-10,2,225.0,90857.5,reduced
lightglow_premium_discount_reversal_1m_all_hold2m_reverse_time,premium_discount_reversal,1,all,2,reverse,time,2022-10-27 02:19:00+00:00,2022-10-27 02:21:00+00:00,NQZ2,-1,11487.75,11479.75,time,8.0,7.375,147.5,533671,533673,2,1,True,2022-10-27 02:19:00+00:00,2022-10,4,590.0,91447.5,conservative
lightglow_premium_discount_reversal_1m_all_hold2m_reverse_time,premium_discount_reversal,1,all,2,reverse,time,2022-10-27 03:09:00+00:00,2022-10-27 03:11:00+00:00,NQZ2,1,11494.75,11487.25,time,-7.5,-8.125,-162.5,533721,533723,2,1,True,2022-10-27 03:09:00+00:00,2022-10,2,-325.0,91122.5,conservative
lightglow_premium_discount_reversal_1m_all_hold2m_reverse_time,premium_discount_reversal,1,all,2,reverse,time,2022-10-27 03:11:00+00:00,2022-10-27 03:13:00+00:00,NQZ2,-1,11488.5,11488.0,time,0.5,-0.125,-2.5,533723,533725,2,1,True,2022-10-27 03:11:00+00:00,2022-10,2,-5.0,91117.5,conservative
lightglow_premium_discount_reversal_1m_all_hold2m_reverse_time,premium_discount_reversal,1,all,2,reverse,time,2022-10-27 03:13:00+00:00,2022-10-27 03:15:00+00:00,NQZ2,-1,11488.25,11490.25,time,-2.0,-2.625,-52.5,533725,533727,2,1,True,2022-10-27 03:13:00+00:00,2022-10,2,-105.0,91012.5,conservative
lightglow_premium_discount_reversal_1m_all_hold2m_reverse_time,premium_discount_reversal,1,all,2,reverse,time,2022-10-27 03:17:00+00:00,2022-10-27 03:19:00+00:00,NQZ2,-1,11488.0,11487.25,time,0.75,0.125,2.5,533729,533731,2,1,True,2022-10-27 03:17:00+00:00,2022-10,2,5.0,91017.5,conservative
lightglow_premium_discount_reversal_1m_all_hold2m_reverse_time,premium_discount_reversal,1,all,2,reverse,time,2022-10-27 03:49:00+00:00,2022-10-27 03:51:00+00:00,NQZ2,1,11491.75,11498.0,time,6.25,5.625,112.5,533761,533763,2,1,True,2022-10-27 03:49:00+00:00,2022-10,2,225.0,91242.5,reduced
lightglow_premium_discount_reversal_1m_all_hold2m_reverse_time,premium_discount_reversal,1,all,2,reverse,time,2022-10-27 04:39:00+00:00,2022-10-27 04:41:00+00:00,NQZ2,1,11493.25,11495.25,time,2.0,1.375,27.5,533811,533813,2,1,True,2022-10-27 04:39:00+00:00,2022-10,4,110.0,91352.5,conservative
lightglow_premium_discount_reversal_1m_all_hold2m_reverse_time,premium_discount_reversal,1,all,2,reverse,time,2022-10-27 04:47:00+00:00,2022-10-27 04:49:00+00:00,NQZ2,1,11494.75,11496.0,time,1.25,0.625,12.5,533819,533821,2,1,True,2022-10-27 04:47:00+00:00,2022-10,2,25.0,91377.5,reduced
lightglow_premium_discount_reversal_1m_all_hold2m_reverse_time,premium_discount_reversal,1,all,2,reverse,time,2022-10-27 05:06:00+00:00,2022-10-27 05:08:00+00:00,NQZ2,-1,11489.5,11494.25,time,-4.75,-5.375,-107.5,533838,533840,2,1,True,2022-10-27 05:06:00+00:00,2022-10,4,-430.0,90947.5,conservative
lightglow_premium_discount_reversal_1m_all_hold2m_reverse_time,premium_discount_reversal,1,all,2,reverse,time,2022-10-27 05:08:00+00:00,2022-10-27 05:10:00+00:00,NQZ2,1,11494.5,11490.0,time,-4.5,-5.125,-102.5,533840,533842,2,1,True,2022-10-27 05:08:00+00:00,2022-10,2,-205.0,90742.5,conservative
lightglow_premium_discount_reversal_1m_all_hold2m_reverse_time,premium_discount_reversal,1,all,2,reverse,time,2022-10-27 05:12:00+00:00,2022-10-27 05:14:00+00:00,NQZ2,-1,11489.5,11492.75,time,-3.25,-3.875,-77.5,533844,533846,2,1,True,2022-10-27 05:12:00+00:00,2022-10,2,-155.0,90587.5,conservative
lightglow_premium_discount_reversal_1m_all_hold2m_reverse_time,premium_discount_reversal,1,all,2,reverse,time,2022-10-27 05:17:00+00:00,2022-10-27 05:19:00+00:00,NQZ2,-1,11490.0,11487.25,time,2.75,2.125,42.5,533849,533851,2,1,True,2022-10-27 05:17:00+00:00,2022-10,2,85.0,90672.5,conservative
lightglow_premium_discount_reversal_1m_all_hold2m_reverse_time,premium_discount_reversal,1,all,2,reverse,time,2022-10-27 05:26:00+00:00,2022-10-27 05:28:00+00:00,NQZ2,-1,11485.25,11486.5,time,-1.25,-1.875,-37.5,533858,533860,2,1,True,2022-10-27 05:26:00+00:00,2022-10,2,-75.0,90597.5,conservative
lightglow_premium_discount_reversal_1m_all_hold2m_reverse_time,premium_discount_reversal,1,all,2,reverse,time,2022-10-27 05:34:00+00:00,2022-10-27 05:36:00+00:00,NQZ2,1,11495.0,11498.0,time,3.0,2.375,47.5,533866,533868,2,1,True,2022-10-27 05:34:00+00:00,2022-10,2,95.0,90692.5,conservative
lightglow_premium_discount_reversal_1m_all_hold2m_reverse_time,premium_discount_reversal,1,all,2,reverse,time,2022-10-27 06:13:00+00:00,2022-10-27 06:15:00+00:00,NQZ2,1,11494.0,11497.0,time,3.0,2.375,47.5,533905,533907,2,1,True,2022-10-27 06:13:00+00:00,2022-10,2,95.0,90787.5,reduced
lightglow_premium_discount_reversal_1m_all_hold2m_reverse_time,premium_discount_reversal,1,all,2,reverse,time,2022-10-27 06:18:00+00:00,2022-10-27 06:20:00+00:00,NQZ2,1,11494.0,11496.0,time,2.0,1.375,27.5,533910,533912,2,1,True,2022-10-27 06:18:00+00:00,2022-10,4,110.0,90897.5,conservative
lightglow_premium_discount_reversal_1m_all_hold2m_reverse_time,premium_discount_reversal,1,all,2,reverse,time,2022-10-27 06:24:00+00:00,2022-10-27 06:26:00+00:00,NQZ2,-1,11481.75,11494.5,time,-12.75,-13.375,-267.5,533916,533918,2,1,True,2022-10-27 06:24:00+00:00,2022-10,2,-535.0,90362.5,conservative
lightglow_premium_discount_reversal_1m_all_hold2m_reverse_time,premium_discount_reversal,1,all,2,reverse,time,2022-10-27 06:26:00+00:00,2022-10-27 06:28:00+00:00,NQZ2,1,11494.5,11489.5,time,-5.0,-5.625,-112.5,533918,533920,2,1,True,2022-10-27 06:26:00+00:00,2022-10,2,-225.0,90137.5,conservative
lightglow_premium_discount_reversal_1m_all_hold2m_reverse_time,premium_discount_reversal,1,all,2,reverse,time,2022-10-27 06:32:00+00:00,2022-10-27 06:34:00+00:00,NQZ2,-1,11474.0,11469.75,time,4.25,3.625,72.5,533924,533926,2,1,True,2022-10-27 06:32:00+00:00,2022-10,2,145.0,90282.5,conservative
lightglow_premium_discount_reversal_1m_all_hold2m_reverse_time,premium_discount_reversal,1,all,2,reverse,time,2022-10-27 09:04:00+00:00,2022-10-27 09:06:00+00:00,NQZ2,-1,11433.0,11414.75,time,18.25,17.625,352.5,534076,534078,2,1,True,2022-10-27 09:04:00+00:00,2022-10,2,705.0,90987.5,reduced
lightglow_premium_discount_reversal_1m_all_hold2m_reverse_time,premium_discount_reversal,1,all,2,reverse,time,2022-10-27 12:20:00+00:00,2022-10-27 12:22:00+00:00,NQZ2,-1,11362.5,11378.5,time,-16.0,-16.625,-332.5,534272,534274,2,1,True,2022-10-27 12:20:00+00:00,2022-10,4,-1330.0,89657.5,conservative
lightglow_premium_discount_reversal_1m_all_hold2m_reverse_time,premium_discount_reversal,1,all,2,reverse,time,2022-10-27 12:30:00+00:00,2022-10-27 12:32:00+00:00,NQZ2,1,11423.5,11437.5,time,14.0,13.375,267.5,534282,534284,2,1,True,2022-10-27 12:30:00+00:00,2022-10,2,535.0,90192.5,conservative
lightglow_premium_discount_reversal_1m_all_hold2m_reverse_time,premium_discount_reversal,1,all,2,reverse,time,2022-10-27 12:41:00+00:00,2022-10-27 12:43:00+00:00,NQZ2,1,11405.5,11409.5,time,4.0,3.375,67.5,534293,534295,2,1,True,2022-10-27 12:41:00+00:00,2022-10,2,135.0,90327.5,reduced
lightglow_premium_discount_reversal_1m_all_hold2m_reverse_time,premium_discount_reversal,1,all,2,reverse,time,2022-10-27 12:43:00+00:00,2022-10-27 12:45:00+00:00,NQZ2,1,11408.5,11416.5,time,8.0,7.375,147.5,534295,534297,2,1,True,2022-10-27 12:43:00+00:00,2022-10,4,590.0,90917.5,conservative
lightglow_premium_discount_reversal_1m_all_hold2m_reverse_time,premium_discount_reversal,1,all,2,reverse,time,2022-10-27 12:49:00+00:00,2022-10-27 12:51:00+00:00,NQZ2,1,11401.5,11406.25,time,4.75,4.125,82.5,534301,534303,2,1,True,2022-10-27 12:49:00+00:00,2022-10,2,165.0,91082.5,reduced
lightglow_premium_discount_reversal_1m_all_hold2m_reverse_time,premium_discount_reversal,1,all,2,reverse,time,2022-10-27 12:51:00+00:00,2022-10-27 12:53:00+00:00,NQZ2,1,11406.5,11408.25,time,1.75,1.125,22.5,534303,534305,2,1,True,2022-10-27 12:51:00+00:00,2022-10,4,90.0,91172.5,conservative
lightglow_premium_discount_reversal_1m_all_hold2m_reverse_time,premium_discount_reversal,1,all,2,reverse,time,2022-10-27 13:33:00+00:00,2022-10-27 13:35:00+00:00,NQZ2,1,11455.25,11422.75,time,-32.5,-33.125,-662.5,534345,534347,2,1,True,2022-10-27 13:33:00+00:00,2022-10,2,-1325.0,89847.5,conservative
lightglow_premium_discount_reversal_1m_all_hold2m_reverse_time,premium_discount_reversal,1,all,2,reverse,time,2022-10-27 13:40:00+00:00,2022-10-27 13:42:00+00:00,NQZ2,-1,11377.75,11376.25,time,1.5,0.875,17.5,534352,534354,2,1,True,2022-10-27 13:40:00+00:00,2022-10,2,35.0,89882.5,conservative
lightglow_premium_discount_reversal_1m_all_hold2m_reverse_time,premium_discount_reversal,1,all,2,reverse,time,2022-10-27 13:42:00+00:00,2022-10-27 13:44:00+00:00,NQZ2,-1,11376.5,11406.25,time,-29.75,-30.375,-607.5,534354,534356,2,1,True,2022-10-27 13:42:00+00:00,2022-10,2,-1215.0,88667.5,conservative
lightglow_premium_discount_reversal_1m_all_hold2m_reverse_time,premium_discount_reversal,1,all,2,reverse,time,2022-10-27 13:47:00+00:00,2022-10-27 13:49:00+00:00,NQZ2,-1,11377.0,11324.25,time,52.75,52.125,1042.5,534359,534361,2,1,True,2022-10-27 13:47:00+00:00,2022-10,2,2085.0,90752.5,conservative
lightglow_premium_discount_reversal_1m_all_hold2m_reverse_time,premium_discount_reversal,1,all,2,reverse,time,2022-10-27 14:37:00+00:00,2022-10-27 14:39:00+00:00,NQZ2,-1,11381.0,11384.75,time,-3.75,-4.375,-87.5,534409,534411,2,1,True,2022-10-27 14:37:00+00:00,2022-10,2,-175.0,90577.5,conservative
lightglow_premium_discount_reversal_1m_all_hold2m_reverse_time,premium_discount_reversal,1,all,2,reverse,time,2022-10-27 14:59:00+00:00,2022-10-27 15:01:00+00:00,NQZ2,-1,11320.5,11345.5,time,-25.0,-25.625,-512.5,534431,534433,2,1,True,2022-10-27 14:59:00+00:00,2022-10,2,-1025.0,89552.5,conservative
lightglow_premium_discount_reversal_1m_all_hold2m_reverse_time,premium_discount_reversal,1,all,2,reverse,time,2022-10-27 15:15:00+00:00,2022-10-27 15:17:00+00:00,NQZ2,-1,11330.0,11327.25,time,2.75,2.125,42.5,534447,534449,2,1,True,2022-10-27 15:15:00+00:00,2022-10,2,85.0,89637.5,conservative
lightglow_premium_discount_reversal_1m_all_hold2m_reverse_time,premium_discount_reversal,1,all,2,reverse,time,2022-10-27 15:17:00+00:00,2022-10-27 15:19:00+00:00,NQZ2,-1,11328.0,11327.25,time,0.75,0.125,2.5,534449,534451,2,1,True,2022-10-27 15:17:00+00:00,2022-10,2,5.0,89642.5,reduced
lightglow_premium_discount_reversal_1m_all_hold2m_reverse_time,premium_discount_reversal,1,all,2,reverse,time,2022-10-27 15:26:00+00:00,2022-10-27 15:28:00+00:00,NQZ2,-1,11330.75,11326.5,time,4.25,3.625,72.5,534458,534460,2,1,True,2022-10-27 15:26:00+00:00,2022-10,4,290.0,89932.5,conservative
lightglow_premium_discount_reversal_1m_all_hold2m_reverse_time,premium_discount_reversal,1,all,2,reverse,time,2022-10-27 15:30:00+00:00,2022-10-27 15:32:00+00:00,NQZ2,-1,11326.25,11341.75,time,-15.5,-16.125,-322.5,534462,534464,2,1,True,2022-10-27 15:30:00+00:00,2022-10,2,-645.0,89287.5,conservative
lightglow_premium_discount_reversal_1m_all_hold2m_reverse_time,premium_discount_reversal,1,all,2,reverse,time,2022-10-27 15:36:00+00:00,2022-10-27 15:38:00+00:00,NQZ2,-1,11328.0,11305.25,time,22.75,22.125,442.5,534468,534470,2,1,True,2022-10-27 15:36:00+00:00,2022-10,2,885.0,90172.5,conservative
lightglow_premium_discount_reversal_1m_all_hold2m_reverse_time,premium_discount_reversal,1,all,2,reverse,time,2022-10-27 17:20:00+00:00,2022-10-27 17:22:00+00:00,NQZ2,1,11323.25,11323.0,time,-0.25,-0.875,-17.5,534572,534574,2,1,True,2022-10-27 17:20:00+00:00,2022-10,2,-35.0,90137.5,conservative
lightglow_premium_discount_reversal_1m_all_hold2m_reverse_time,premium_discount_reversal,1,all,2,reverse,time,2022-10-27 17:57:00+00:00,2022-10-27 17:59:00+00:00,NQZ2,-1,11268.75,11263.5,time,5.25,4.625,92.5,534609,534611,2,1,True,2022-10-27 17:57:00+00:00,2022-10,2,185.0,90322.5,conservative
lightglow_premium_discount_reversal_1m_all_hold2m_reverse_time,premium_discount_reversal,1,all,2,reverse,time,2022-10-27 18:01:00+00:00,2022-10-27 18:03:00+00:00,NQZ2,-1,11266.0,11263.75,time,2.25,1.625,32.5,534613,534615,2,1,True,2022-10-27 18:01:00+00:00,2022-10,2,65.0,90387.5,reduced
lightglow_premium_discount_reversal_1m_all_hold2m_reverse_time,premium_discount_reversal,1,all,2,reverse,time,2022-10-27 19:09:00+00:00,2022-10-27 19:11:00+00:00,NQZ2,-1,11224.5,11232.5,time,-8.0,-8.625,-172.5,534681,534683,2,1,True,2022-10-27 19:09:00+00:00,2022-10,4,-690.0,89697.5,conservative
lightglow_premium_discount_reversal_1m_all_hold2m_reverse_time,premium_discount_reversal,1,all,2,reverse,time,2022-10-27 19:21:00+00:00,2022-10-27 19:23:00+00:00,NQZ2,1,11268.0,11264.5,time,-3.5,-4.125,-82.5,534693,534695,2,1,True,2022-10-27 19:21:00+00:00,2022-10,2,-165.0,89532.5,conservative
lightglow_premium_discount_reversal_1m_all_hold2m_reverse_time,premium_discount_reversal,1,all,2,reverse,time,2022-10-27 19:24:00+00:00,2022-10-27 19:26:00+00:00,NQZ2,1,11267.75,11263.25,time,-4.5,-5.125,-102.5,534696,534698,2,1,True,2022-10-27 19:24:00+00:00,2022-10,2,-205.0,89327.5,conservative
lightglow_premium_discount_reversal_1m_all_hold2m_reverse_time,premium_discount_reversal,1,all,2,reverse,time,2022-10-27 19:28:00+00:00,2022-10-27 19:30:00+00:00,NQZ2,1,11270.25,11272.25,time,2.0,1.375,27.5,534700,534702,2,1,True,2022-10-27 19:28:00+00:00,2022-10,2,55.0,89382.5,conservative
lightglow_premium_discount_reversal_1m_all_hold2m_reverse_time,premium_discount_reversal,1,all,2,reverse,time,2022-10-27 19:54:00+00:00,2022-10-27 19:56:00+00:00,NQZ2,-1,11230.5,11223.0,time,7.5,6.875,137.5,534726,534728,2,1,True,2022-10-27 19:54:00+00:00,2022-10,2,275.0,89657.5,reduced
lightglow_premium_discount_reversal_1m_all_hold2m_reverse_time,premium_discount_reversal,1,all,2,reverse,time,2022-10-27 19:58:00+00:00,2022-10-27 20:00:00+00:00,NQZ2,-1,11224.0,11245.0,time,-21.0,-21.625,-432.5,534730,534732,2,1,True,2022-10-27 19:58:00+00:00,2022-10,4,-1730.0,87927.5,conservative
lightglow_premium_discount_reversal_1m_all_hold2m_reverse_time,premium_discount_reversal,1,all,2,reverse,time,2022-10-27 20:01:00+00:00,2022-10-27 20:03:00+00:00,NQZ2,-1,11132.5,11085.0,time,47.5,46.875,937.5,534733,534735,2,1,True,2022-10-27 20:01:00+00:00,2022-10,2,1875.0,89802.5,conservative
lightglow_premium_discount_reversal_1m_all_hold2m_reverse_time,premium_discount_reversal,1,all,2,reverse,time,2022-10-27 22:20:00+00:00,2022-10-27 22:22:00+00:00,NQZ2,1,11154.25,11157.0,time,2.75,2.125,42.5,534812,534814,2,1,True,2022-10-27 22:20:00+00:00,2022-10,2,85.0,89887.5,reduced
lightglow_premium_discount_reversal_1m_all_hold2m_reverse_time,premium_discount_reversal,1,all,2,reverse,time,2022-10-27 23:02:00+00:00,2022-10-27 23:04:00+00:00,NQZ2,-1,11144.75,11147.0,time,-2.25,-2.875,-57.5,534854,534856,2,1,True,2022-10-27 23:02:00+00:00,2022-10,4,-230.0,89657.5,conservative
lightglow_premium_discount_reversal_1m_all_hold2m_reverse_time,premium_discount_reversal,1,all,2,reverse,time,2022-10-27 23:24:00+00:00,2022-10-27 23:26:00+00:00,NQZ2,-1,11147.5,11149.75,time,-2.25,-2.875,-57.5,534876,534878,2,1,True,2022-10-27 23:24:00+00:00,2022-10,2,-115.0,89542.5,conservative
lightglow_premium_discount_reversal_1m_all_hold2m_reverse_time,premium_discount_reversal,1,all,2,reverse,time,2022-10-27 23:30:00+00:00,2022-10-27 23:32:00+00:00,NQZ2,-1,11146.5,11145.0,time,1.5,0.875,17.5,534882,534884,2,1,True,2022-10-27 23:30:00+00:00,2022-10,2,35.0,89577.5,conservative
lightglow_premium_discount_reversal_1m_all_hold2m_reverse_time,premium_discount_reversal,1,all,2,reverse,time,2022-10-27 23:34:00+00:00,2022-10-27 23:36:00+00:00,NQZ2,-1,11148.25,11146.25,time,2.0,1.375,27.5,534886,534888,2,1,True,2022-10-27 23:34:00+00:00,2022-10,2,55.0,89632.5,reduced
lightglow_premium_discount_reversal_1m_all_hold2m_reverse_time,premium_discount_reversal,1,all,2,reverse,time,2022-10-27 23:36:00+00:00,2022-10-27 23:38:00+00:00,NQZ2,-1,11146.0,11144.5,time,1.5,0.875,17.5,534888,534890,2,1,True,2022-10-27 23:36:00+00:00,2022-10,4,70.0,89702.5,conservative
lightglow_premium_discount_reversal_1m_all_hold2m_reverse_time,premium_discount_reversal,1,all,2,reverse,time,2022-10-27 23:46:00+00:00,2022-10-27 23:48:00+00:00,NQZ2,-1,11144.0,11142.75,time,1.25,0.625,12.5,534898,534900,2,1,True,2022-10-27 23:46:00+00:00,2022-10,2,25.0,89727.5,reduced
lightglow_premium_discount_reversal_1m_all_hold2m_reverse_time,premium_discount_reversal,1,all,2,reverse,time,2022-10-28 00:35:00+00:00,2022-10-28 00:37:00+00:00,NQZ2,1,11153.25,11149.25,time,-4.0,-4.625,-92.5,534947,534949,2,1,True,2022-10-28 00:35:00+00:00,2022-10,4,-370.0,89357.5,conservative
lightglow_premium_discount_reversal_1m_all_hold2m_reverse_time,premium_discount_reversal,1,all,2,reverse,time,2022-10-28 00:38:00+00:00,2022-10-28 00:40:00+00:00,NQZ2,1,11154.0,11148.0,time,-6.0,-6.625,-132.5,534950,534952,2,1,True,2022-10-28 00:38:00+00:00,2022-10,2,-265.0,89092.5,conservative
lightglow_premium_discount_reversal_1m_all_hold2m_reverse_time,premium_discount_reversal,1,all,2,reverse,time,2022-10-28 00:43:00+00:00,2022-10-28 00:45:00+00:00,NQZ2,-1,11140.75,11136.25,time,4.5,3.875,77.5,534955,534957,2,1,True,2022-10-28 00:43:00+00:00,2022-10,2,155.0,89247.5,conservative
lightglow_premium_discount_reversal_1m_all_hold2m_reverse_time,premium_discount_reversal,1,all,2,reverse,time,2022-10-28 01:02:00+00:00,2022-10-28 01:04:00+00:00,NQZ2,1,11151.25,11153.5,time,2.25,1.625,32.5,534974,534976,2,1,True,2022-10-28 01:02:00+00:00,2022-10,2,65.0,89312.5,reduced
lightglow_premium_discount_reversal_1m_all_hold2m_reverse_time,premium_discount_reversal,1,all,2,reverse,time,2022-10-28 01:04:00+00:00,2022-10-28 01:06:00+00:00,NQZ2,1,11154.25,11154.25,time,0.0,-0.625,-12.5,534976,534978,2,1,True,2022-10-28 01:04:00+00:00,2022-10,4,-50.0,89262.5,conservative
lightglow_premium_discount_reversal_1m_all_hold2m_reverse_time,premium_discount_reversal,1,all,2,reverse,time,2022-10-28 02:47:00+00:00,2022-10-28 02:49:00+00:00,NQZ2,-1,11154.75,11154.5,time,0.25,-0.375,-7.5,535079,535081,2,1,True,2022-10-28 02:47:00+00:00,2022-10,2,-15.0,89247.5,conservative
lightglow_premium_discount_reversal_1m_all_hold2m_reverse_time,premium_discount_reversal,1,all,2,reverse,time,2022-10-28 03:05:00+00:00,2022-10-28 03:07:00+00:00,NQZ2,-1,11157.5,11162.25,time,-4.75,-5.375,-107.5,535097,535099,2,1,True,2022-10-28 03:05:00+00:00,2022-10,2,-215.0,89032.5,conservative
lightglow_premium_discount_reversal_1m_all_hold2m_reverse_time,premium_discount_reversal,1,all,2,reverse,time,2022-10-28 03:12:00+00:00,2022-10-28 03:14:00+00:00,NQZ2,-1,11157.75,11158.25,time,-0.5,-1.125,-22.5,535104,535106,2,1,True,2022-10-28 03:12:00+00:00,2022-10,2,-45.0,88987.5,conservative
lightglow_premium_discount_reversal_1m_all_hold2m_reverse_time,premium_discount_reversal,1,all,2,reverse,time,2022-10-28 03:43:00+00:00,2022-10-28 03:45:00+00:00,NQZ2,-1,11160.0,11161.5,time,-1.5,-2.125,-42.5,535135,535137,2,1,True,2022-10-28 03:43:00+00:00,2022-10,2,-85.0,88902.5,conservative
lightglow_premium_discount_reversal_1m_all_hold2m_reverse_time,premium_discount_reversal,1,all,2,reverse,time,2022-10-28 04:21:00+00:00,2022-10-28 04:23:00+00:00,NQZ2,-1,11144.5,11140.0,time,4.5,3.875,77.5,535173,535175,2,1,True,2022-10-28 04:21:00+00:00,2022-10,2,155.0,89057.5,conservative
lightglow_premium_discount_reversal_1m_all_hold2m_reverse_time,premium_discount_reversal,1,all,2,reverse,time,2022-10-28 08:44:00+00:00,2022-10-28 08:46:00+00:00,NQZ2,1,11099.5,11114.25,time,14.75,14.125,282.5,535436,535438,2,1,True,2022-10-28 08:44:00+00:00,2022-10,2,565.0,89622.5,reduced
lightglow_premium_discount_reversal_1m_all_hold2m_reverse_time,premium_discount_reversal,1,all,2,reverse,time,2022-10-28 09:06:00+00:00,2022-10-28 09:08:00+00:00,NQZ2,-1,11090.5,11091.75,time,-1.25,-1.875,-37.5,535458,535460,2,1,True,2022-10-28 09:06:00+00:00,2022-10,4,-150.0,89472.5,conservative
lightglow_premium_discount_reversal_1m_all_hold2m_reverse_time,premium_discount_reversal,1,all,2,reverse,time,2022-10-28 09:23:00+00:00,2022-10-28 09:25:00+00:00,NQZ2,1,11101.0,11099.75,time,-1.25,-1.875,-37.5,535475,535477,2,1,True,2022-10-28 09:23:00+00:00,2022-10,2,-75.0,89397.5,conservative
lightglow_premium_discount_reversal_1m_all_hold2m_reverse_time,premium_discount_reversal,1,all,2,reverse,time,2022-10-28 09:26:00+00:00,2022-10-28 09:28:00+00:00,NQZ2,1,11101.5,11098.25,time,-3.25,-3.875,-77.5,535478,535480,2,1,True,2022-10-28 09:26:00+00:00,2022-10,2,-155.0,89242.5,conservative
lightglow_premium_discount_reversal_1m_all_hold2m_reverse_time,premium_discount_reversal,1,all,2,reverse,time,2022-10-28 09:34:00+00:00,2022-10-28 09:36:00+00:00,NQZ2,-1,11091.0,11085.25,time,5.75,5.125,102.5,535486,535488,2,1,True,2022-10-28 09:34:00+00:00,2022-10,2,205.0,89447.5,conservative
lightglow_premium_discount_reversal_1m_all_hold2m_reverse_time,premium_discount_reversal,1,all,2,reverse,time,2022-10-28 09:57:00+00:00,2022-10-28 09:59:00+00:00,NQZ2,1,11109.75,11116.25,time,6.5,5.875,117.5,535509,535511,2,1,True,2022-10-28 09:57:00+00:00,2022-10,2,235.0,89682.5,reduced
lightglow_premium_discount_reversal_1m_all_hold2m_reverse_time,premium_discount_reversal,1,all,2,reverse,time,2022-10-28 10:19:00+00:00,2022-10-28 10:21:00+00:00,NQZ2,1,11107.75,11114.0,time,6.25,5.625,112.5,535531,535533,2,1,True,2022-10-28 10:19:00+00:00,2022-10,4,450.0,90132.5,conservative
lightglow_premium_discount_reversal_1m_all_hold2m_reverse_time,premium_discount_reversal,1,all,2,reverse,time,2022-10-28 10:51:00+00:00,2022-10-28 10:53:00+00:00,NQZ2,1,11109.75,11120.5,time,10.75,10.125,202.5,535563,535565,2,1,True,2022-10-28 10:51:00+00:00,2022-10,2,405.0,90537.5,reduced
lightglow_premium_discount_reversal_1m_all_hold2m_reverse_time,premium_discount_reversal,1,all,2,reverse,time,2022-10-28 11:09:00+00:00,2022-10-28 11:11:00+00:00,NQZ2,1,11110.25,11111.0,time,0.75,0.125,2.5,535581,535583,2,1,True,2022-10-28 11:09:00+00:00,2022-10,4,10.0,90547.5,conservative
lightglow_premium_discount_reversal_1m_all_hold2m_reverse_time,premium_discount_reversal,1,all,2,reverse,time,2022-10-28 12:27:00+00:00,2022-10-28 12:29:00+00:00,NQZ2,-1,11109.0,11107.75,time,1.25,0.625,12.5,535659,535661,2,1,True,2022-10-28 12:27:00+00:00,2022-10,2,25.0,90572.5,reduced
lightglow_premium_discount_reversal_1m_all_hold2m_reverse_time,premium_discount_reversal,1,all,2,reverse,time,2022-10-28 12:30:00+00:00,2022-10-28 12:32:00+00:00,NQZ2,1,11181.75,11153.5,time,-28.25,-28.875,-577.5,535662,535664,2,1,True,2022-10-28 12:30:00+00:00,2022-10,4,-2310.0,88262.5,conservative
lightglow_premium_discount_reversal_1m_all_hold2m_reverse_time,premium_discount_reversal,1,all,2,reverse,time,2022-10-28 12:58:00+00:00,2022-10-28 13:00:00+00:00,NQZ2,1,11148.0,11149.25,time,1.25,0.625,12.5,535690,535692,2,1,True,2022-10-28 12:58:00+00:00,2022-10,2,25.0,88287.5,conservative
